#Interaction type,Interactor A ID,Interactor A name,Interactor A taxid,Interactor B ID,Interactor B name,Interactor B taxid,Host organism taxid,Binding affinity type,Binding affinity value in molar,Binding affinity variation in molar,Interaction detection method,Source,EBI Interaction ID
association,uniprotkb:P68400,CSNK2A1,Homo sapiens (taxid:9606),uniprotkb:P14625,HSP90B1,Homo sapiens (taxid:9606),-,kd,0.0004,-,experimental interaction detection (MI:0045),pubmed:11557039,intact:EBI-7971392
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:O14544,SOCS6,Homo sapiens (taxid:9606),-,kd,0.000002035,0.00000059750523,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9466328
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:Q14451,GRB7,Homo sapiens (taxid:9606),-,kd,0.00000209,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9466376
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:P07947,YES1,Homo sapiens (taxid:9606),-,kd,0.00000216,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9466400
direct interaction,uniprotkb:Q06124,PTPN11,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.00000227,0.000000155563492,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9466424
direct interaction,uniprotkb:Q8WV28,BLNK,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.0000024,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9466448
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:O43639,NCK2,Homo sapiens (taxid:9606),-,kd,0.00000259,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9466472
direct interaction,uniprotkb:P16885,PLCG2,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.00000262,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9466496
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:P27986,PIK3R1,Homo sapiens (taxid:9606),-,kd,0.00000315,0.000000707106781,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9466543
direct interaction,uniprotkb:Q9UQQ2,SH2B3,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.00000301,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9466520
direct interaction,uniprotkb:Q92569,PIK3R3,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.00000318,0.000000077781746,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9466567
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:O75815,BCAR3,Homo sapiens (taxid:9606),-,kd,0.00000342,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9466615
direct interaction,uniprotkb:P12931,SRC,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.00000319,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9466591
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:Q92529,SHC3,Homo sapiens (taxid:9606),-,kd,0.00000351,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9466639
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:Q9NP31,SH2D2A,Homo sapiens (taxid:9606),-,kd,0.00000358,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9466663
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:Q92569,PIK3R3,Homo sapiens (taxid:9606),-,kd,0.00000385,0.000000183847763,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9466687
direct interaction,uniprotkb:P42681,TXK,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.00000387,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9466712
direct interaction,uniprotkb:O00459,PIK3R2,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.000004065,0.000000611647366,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9466736
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:Q6S5L8,SHC4,Homo sapiens (taxid:9606),-,kd,0.00000418,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9466760
direct interaction,uniprotkb:P19174,PLCG1,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.000004565,0.000002237992962,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9466783
direct interaction,uniprotkb:P51451,BLK,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.00000473,0.000000975807358,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9466807
direct interaction,uniprotkb:P06239,LCK,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.000004875,0.000000187383297,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9466831
direct interaction,uniprotkb:O14796,SH2D1B,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.0000054733333,0.00000064975494,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9466855
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:P19174,PLCG1,Homo sapiens (taxid:9606),-,kd,0.00000556,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9466878
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:P46108,CRK,Homo sapiens (taxid:9606),-,kd,0.00000595,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9466902
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:Q13882,PTK6,Homo sapiens (taxid:9606),-,kd,0.00000598,0.000000042426407,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9466926
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:P07332,FES,Homo sapiens (taxid:9606),-,kd,0.000008395,0.000000618718434,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9466950
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:P27986,PIK3R1,Homo sapiens (taxid:9606),-,kd,0.00000843,0.000000469195529,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9466974
direct interaction,uniprotkb:Q06124,PTPN11,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.000009,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9466998
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:P20936,RASA1,Homo sapiens (taxid:9606),-,kd,0.000009075,0.000001064195706,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467022
direct interaction,uniprotkb:P00519,ABL1,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.00000982,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467046
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:O14543,SOCS3,Homo sapiens (taxid:9606),-,kd,0.00001145,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467070
direct interaction,uniprotkb:P16885,PLCG2,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.00001211,0.000000763675324,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467094
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:P29353,SHC1,Homo sapiens (taxid:9606),-,kd,0.00001298,0.000003012274888,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467118
direct interaction,uniprotkb:Q9ULZ2,STAP1,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.00001311,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467142
direct interaction,uniprotkb:O00459,PIK3R2,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.00001499,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467165
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:Q9H6Q3,SLA2,Homo sapiens (taxid:9606),-,kd,0.00000069,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467189
direct interaction,uniprotkb:Q06124,PTPN11,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.0000015166667,0.000000205273079,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467213
direct interaction,uniprotkb:Q06124,PTPN11,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.0000021833333,0.000000082349751,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467237
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:P27986,PIK3R1,Homo sapiens (taxid:9606),-,kd,0.0000023,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467261
direct interaction,uniprotkb:P20936,RASA1,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.00000242,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467285
direct interaction,uniprotkb:Q9ULZ2,STAP1,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.00000279,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467309
direct interaction,uniprotkb:P19174,PLCG1,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.0000037333333,0.000000121213005,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467332
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:P12931,SRC,Homo sapiens (taxid:9606),-,kd,0.00000403,0.000000254558441,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467356
direct interaction,uniprotkb:Q92529,SHC3,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.00000487,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467380
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:P09769,FGR,Homo sapiens (taxid:9606),-,kd,0.000005045,0.000000915703282,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467404
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:Q92569,PIK3R3,Homo sapiens (taxid:9606),-,kd,0.000005535,0.000000388697076,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467428
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:P27986,PIK3R1,Homo sapiens (taxid:9606),-,kd,0.00000581,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467452
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:P07947,YES1,Homo sapiens (taxid:9606),-,kd,0.00000591,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467476
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:P06239,LCK,Homo sapiens (taxid:9606),-,kd,0.0000063,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467500
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:O00459,PIK3R2,Homo sapiens (taxid:9606),-,kd,0.00000644,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467524
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:Q9NP31,SH2D2A,Homo sapiens (taxid:9606),-,kd,0.000006525,0.000003093592168,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467548
direct interaction,uniprotkb:Q96JZ2,HSH2D,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.00000687,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467572
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:P46108,CRK,Homo sapiens (taxid:9606),-,kd,0.00000688,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467596
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:P29353,SHC1,Homo sapiens (taxid:9606),-,kd,0.000006935,0.000000123743687,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467620
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:Q14451,GRB7,Homo sapiens (taxid:9606),-,kd,0.00000725,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467644
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:P07948,LYN,Homo sapiens (taxid:9606),-,kd,0.00000757,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467668
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:Q92569,PIK3R3,Homo sapiens (taxid:9606),-,kd,0.0000077225,0.000001180854872,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467692
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:P20936,RASA1,Homo sapiens (taxid:9606),-,kd,0.00000832,0.000001356871401,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467716
direct interaction,uniprotkb:O14544,SOCS6,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.0000084833333,0.000001313186681,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467740
direct interaction,uniprotkb:P42681,TXK,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.00000946,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467764
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:Q8WV28,BLNK,Homo sapiens (taxid:9606),-,kd,0.00000955,0.000001780851856,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467788
direct interaction,uniprotkb:O75815,BCAR3,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.00000992,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467812
direct interaction,uniprotkb:P51451,BLK,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.000010015,0.00000195515025,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467836
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:Q92569,PIK3R3,Homo sapiens (taxid:9606),-,kd,0.000013275,0.000003871409627,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467860
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:O00459,PIK3R2,Homo sapiens (taxid:9606),-,kd,0.00001746,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467884
direct interaction,uniprotkb:P16885,PLCG2,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.0000187,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467908
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:P19174,PLCG1,Homo sapiens (taxid:9606),-,kd,0.00001892,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467932
direct interaction,uniprotkb:P98077,SHC2,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.00000092,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467956
direct interaction,uniprotkb:O75791,GRAP2,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.00000164,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9467979
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:Q9NP31,SH2D2A,Homo sapiens (taxid:9606),-,kd,0.00000178,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9468003
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:O00459,PIK3R2,Homo sapiens (taxid:9606),-,kd,0.00000208,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9468027
direct interaction,uniprotkb:P20936,RASA1,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.000002275,0.00000059750523,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9468051
direct interaction,uniprotkb:Q92569,PIK3R3,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.00000273,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9468075
direct interaction,uniprotkb:P78314,SH3BP2,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.00000277,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9468099
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:P19174,PLCG1,Homo sapiens (taxid:9606),-,kd,0.00000279,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9468123
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:Q8N5H7,SH2D3C,Homo sapiens (taxid:9606),-,kd,0.00000395,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9468147
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:P19174,PLCG1,Homo sapiens (taxid:9606),-,kd,0.00000409,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9468171
direct interaction,uniprotkb:Q96JZ2,HSH2D,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.00000472,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9468195
direct interaction,uniprotkb:Q06124,PTPN11,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.00000484,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9468219
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:P62993,GRB2,Homo sapiens (taxid:9606),-,kd,0.000007325,0.000002704683438,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9468243
direct interaction,uniprotkb:O14508,SOCS2,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.00000915,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9468267
direct interaction,uniprotkb:O14796,SH2D1B,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.00000919,0.000002863782464,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9468291
direct interaction,uniprotkb:Q06124,PTPN11,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.00001071,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9468314
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:Q13882,PTK6,Homo sapiens (taxid:9606),-,kd,0.00001633,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9468338
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:Q92569,PIK3R3,Homo sapiens (taxid:9606),-,kd,0.0000008816667,0.000000135795666,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9468363
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:O14543,SOCS3,Homo sapiens (taxid:9606),-,kd,0.00000091,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9468387
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:Q9H6Q3,SLA2,Homo sapiens (taxid:9606),-,kd,0.00000098,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9468411
direct interaction,uniprotkb:P98077,SHC2,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.00000103,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9468435
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:P07332,FES,Homo sapiens (taxid:9606),-,kd,0.00000169,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9468458
direct interaction,uniprotkb:P19174,PLCG1,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.000002125,0.000000178261278,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9468482
direct interaction,uniprotkb:O00459,PIK3R2,Homo sapiens (taxid:9606),uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),-,kd,0.00000231,0.000000797168601,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9468506
direct interaction,uniprotkb:P10721,KIT,Homo sapiens (taxid:9606),uniprotkb:P07948,LYN,Homo sapiens (taxid:9606),-,kd,0.0000027,-,fluorescence polarization spectroscopy (MI:0053),pubmed:24728074,intact:EBI-9468530
